id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
5801,Limpiador de bong Fórmula Secreta 420 250mL,Limpieza,FORMULA SECRETA,formula-secreta,cleaner-bong-pipe-420-250ml,cleaner-bong-pipe-420-250ml,/productos/formula-secreta/cleaner-bong-pipe-420-250ml,1,1,Piranha,2994,2994,0,Piranha,Piranha,true,true,2026-05-08T22:07:53.925Z,Limpiador de bong Fórmula Secreta 420 250mL
5805,Limpiador de resina para manos de Mi - GB The Green Brand,Limpieza,,gb-the-green-brand,cleaner-hands,cleaner-hands,/productos/gb-the-green-brand/cleaner-hands,1,1,GrowBarato Chile,3500,3500,0,GrowBarato Chile,GrowBarato Chile,true,true,2026-05-14T13:56:30.017Z,Limpiador de resina para manos de Mi - GB The Green Brand
5808,Super Dab Cleaner de Thievery limpieza bongs,Limpieza,,thievery,cleaner-bong-pipe-super,cleaner-bong-pipe-super,/productos/thievery/cleaner-bong-pipe-super,1,1,GrowBarato Chile,4800,4800,0,GrowBarato Chile,GrowBarato Chile,true,true,2026-05-14T13:56:30.171Z,Super Dab Cleaner de Thievery limpieza bongs
5803,LIMPIADOR DE VAPO 250ML FORMULA SECRETA,Limpieza,ASTRO,formula-secreta,cleaner-vaporizer-250ml,cleaner-vaporizer-250ml,/productos/formula-secreta/cleaner-vaporizer-250ml,1,1,Astro Growshop,4890,4890,0,Astro Growshop,Astro Growshop,true,true,2026-05-08T21:48:00.356Z,LIMPIADOR DE VAPO 250ML FORMULA SECRETA
5804,Limpiador Bifásico para Bongs y Pipas Mi - GB The Green Brand,Limpieza,,gb-the-green-brand,cleaner-bong-pipe-bifasico,cleaner-bong-pipe-bifasico,/productos/gb-the-green-brand/cleaner-bong-pipe-bifasico,1,1,GrowBarato Chile,4900,4900,0,GrowBarato Chile,GrowBarato Chile,true,true,2026-05-14T13:56:31.269Z,Limpiador Bifásico para Bongs y Pipas Mi - GB The Green Brand
5802,Limpiador De Resina 250Ml Formula Secreta 710,Limpieza,FORMULA 420,formula-secreta,cleaner-resin-420-250ml,cleaner-resin-420-250ml,/productos/formula-secreta/cleaner-resin-420-250ml,1,1,Astro Growshop,4990,4990,0,Astro Growshop,Astro Growshop,true,true,2026-05-08T21:47:46.551Z,Limpiador De Resina 250Ml Formula Secreta 710
5807,Mr Pipe Cleaner 500 ML,Limpieza,Mr Pipe Cleaner,mr-pipe-cleaner,cleaner-pipe-500ml,cleaner-pipe-500ml,/productos/mr-pipe-cleaner/cleaner-pipe-500ml,1,1,Fumetas,9990,9990,0,Fumetas,Fumetas,true,true,2026-05-08T22:07:19.938Z,Mr Pipe Cleaner 500 ML
5813,Recarga Vaporizador Svopp Oxbar Grape Ice P25000 | PIRANHA,Vaporizadores electronicos,,oxbar,disposable-oxbar-p25000,disposable-oxbar-p25000,/productos/oxbar/disposable-oxbar-p25000,1,1,Piranha,11993,11993,0,Piranha,Piranha,true,true,2026-05-14T13:55:30.829Z,Recarga Vaporizador Svopp Oxbar Grape Ice P25000 | PIRANHA
5814,Vaporizador Oxbar Liso P28000 Blue Razz Ice 5% | PIRANHA,Vaporizadores electronicos,,oxbar,disposable-oxbar-p28000,disposable-oxbar-p28000,/productos/oxbar/disposable-oxbar-p28000,1,1,Piranha,16244,16244,0,Piranha,Piranha,true,true,2026-05-14T13:55:30.798Z,Vaporizador Oxbar Liso P28000 Blue Razz Ice 5% | PIRANHA
5812,Vaper Airis Neo P8000 - Strawberry Cream | PIRANHA,Vaporizadores electronicos,AIRIS,airis,disposable-neo-p8000-strawberry-cream,disposable-neo-p8000-strawberry-cream,/productos/airis/disposable-neo-p8000-strawberry-cream,1,1,Piranha,16244,16244,0,Piranha,Piranha,true,true,2026-05-14T13:55:30.454Z,Vaper Airis Neo P8000 - Strawberry Cream | PIRANHA
5806,Mr Pipe Cleaner 1 Litro,Limpieza,Mr Pipe Cleaner,mr-pipe-cleaner,cleaner-pipe-1l,cleaner-pipe-1l,/productos/mr-pipe-cleaner/cleaner-pipe-1l,1,1,Fumetas,16990,16990,0,Fumetas,Fumetas,true,true,2026-05-08T22:07:19.915Z,Mr Pipe Cleaner 1 Litro
5811,Vaporizador Airis Neo P8000 Black Ice 5%-Airistech,Vaporizadores electronicos,AIRISTECH,airis,disposable-neo-p8000-black-ice,disposable-neo-p8000-black-ice,/productos/airis/disposable-neo-p8000-black-ice,1,1,Astro Growshop,16190,16190,0,Astro Growshop,Astro Growshop,false,true,2026-05-14T13:54:01.366Z,Vaporizador Airis Neo P8000 Black Ice 5%-Airistech
