id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
5479,Papelillos OCB X-Pert 1 1/4,Papelillos,OCB,ocb,paper-ocb-x-pert-1-1-4,x-pert,/productos/ocb/x-pert,1,1,Fumetas,850,850,0,Fumetas,Fumetas,true,true,2026-05-09T06:25:18.265Z,Papelillos OCB X-Pert 1 1/4
5704,Blunt Kush Hemp Wrap x2,Conos y blunts,Kush Hemp,kush-hemp,wrap-2u,wrap-2u,/productos/kush-hemp/wrap-2u,2,1,Fumetas,990,1490,51,Fumetas,Fumetas,true,true,2026-05-09T06:27:00.550Z,Blunt Kush Hemp Wrap x2 | Conos Blunt Kush Hemp x2 - Sabores
5474,OCB Premium 1.1/4 + Tips,Papelillos,OCB,ocb,paper-ocb-premium-1-1-4,premium-con-tips,/productos/ocb/premium-con-tips,1,1,Fumetas,1890,1890,0,Fumetas,Fumetas,true,true,2026-05-09T05:58:37.696Z,OCB Papelillos Premium 1 1/4 + Tips
5801,Limpiador de bong Fórmula Secreta 420 250mL,Limpieza,FORMULA SECRETA,formula-secreta,cleaner-bong-pipe-420-250ml,cleaner-bong-pipe-420-250ml,/productos/formula-secreta/cleaner-bong-pipe-420-250ml,1,1,Piranha,2994,2994,0,Piranha,Piranha,true,true,2026-05-08T22:07:53.925Z,Limpiador de bong Fórmula Secreta 420 250mL
5803,LIMPIADOR DE VAPO 250ML FORMULA SECRETA,Limpieza,ASTRO,formula-secreta,cleaner-vaporizer-250ml,cleaner-vaporizer-250ml,/productos/formula-secreta/cleaner-vaporizer-250ml,1,1,Astro Growshop,4890,4890,0,Astro Growshop,Astro Growshop,true,true,2026-05-08T21:48:00.356Z,LIMPIADOR DE VAPO 250ML FORMULA SECRETA
5784,Limpiador de moledores Fórmula Secreta Grinder 250mL,Moledores,FORMULA SECRETA,formula-secreta,limpiador-250ml,limpiador-250ml,/productos/formula-secreta/limpiador-250ml,1,1,Astro Growshop,4990,4990,0,Astro Growshop,Astro Growshop,true,true,2026-05-15T19:32:44.680Z,Limpiador Grinder 250Ml Formula Secreta
5498,Galaxy Moledor Biodegradable | Grinder ecológico resistente,Moledores,GALAXY,galaxy,ecologico,ecologico,/productos/galaxy/ecologico,1,1,Astro Growshop,4990,4990,0,Astro Growshop,Astro Growshop,true,true,2026-05-15T19:32:41.829Z,Grinder Ecológico -Galaxy
5802,Limpiador De Resina 250Ml Formula Secreta 710,Limpieza,FORMULA 420,formula-secreta,cleaner-resin-420-250ml,cleaner-resin-420-250ml,/productos/formula-secreta/cleaner-resin-420-250ml,1,1,Astro Growshop,4990,4990,0,Astro Growshop,Astro Growshop,true,true,2026-05-08T21:47:46.551Z,Limpiador De Resina 250Ml Formula Secreta 710
5515,Moledor Metálico Lion Rolling Circus - 2 Partes,Moledores,LION ROLLING CIRCUS,lion-rolling-circus,metal-2-partes,metal-2-partes,/productos/lion-rolling-circus/metal-2-partes,1,1,Piranha,7591,7591,0,Piranha,Piranha,true,true,2026-05-08T22:07:52.014Z,Moledor Metálico Lion Rolling Circus 5cm 2 Partes | PIRANHA
5809,Moledor Metálico Bulldog 4cm 2 Partes,Moledores,BULLDOG,the-bulldog,40mm,40mm,/productos/the-bulldog/40mm,1,1,Fumetas,7990,7990,0,Fumetas,Fumetas,true,true,2026-05-15T19:35:23.334Z,Moledor Bulldog 40mm 1 piso
5491,Pipa de silicona Karma de Piece Maker,Pipas,,piecemaker,karma,karma,/productos/piecemaker/karma,1,1,Fumetas,8990,8990,0,Fumetas,Fumetas,true,true,2026-05-15T19:35:15.717Z,PMG Pipa Karma 9 cm
5807,Mr Pipe Cleaner 500 ML,Limpieza,Mr Pipe Cleaner,mr-pipe-cleaner,cleaner-pipe-500ml,cleaner-pipe-500ml,/productos/mr-pipe-cleaner/cleaner-pipe-500ml,1,1,Fumetas,9990,9990,0,Fumetas,Fumetas,true,true,2026-05-08T22:07:19.938Z,Mr Pipe Cleaner 500 ML
5494,Pipa Piecemaker Kazili de silicona - Growbarato,Pipas,PIECEMAKER,piecemaker,kazili,kazili,/productos/piecemaker/kazili,1,1,Fumetas,10990,10990,0,Fumetas,Fumetas,true,true,2026-05-15T19:35:16.772Z,PMG Pipa Kazili 12cm
5752,Repuesto Saber Replacement Tip Focus V | PIRANHA,Repuestos para bongs y vaporizadores,,focus-v,tip-saber-tip-1u,tip-saber-tip-1u,/productos/focus-v/tip-saber-tip-1u,1,1,Astro Growshop,10990,10990,0,Astro Growshop,Astro Growshop,true,true,2026-05-09T06:23:18.984Z,REPUESTO SABER TIP-FOCUS V
5794,MOLEDOR PLASTICO REFORZADO XL-STORZ &amp; BICKEL,Moledores,STORZ & BICKEL,storz-bickel,plastic-xl-90mm,plastic-xl-90mm,/productos/storz-bickel/plastic-xl-90mm,1,1,Astro Growshop,11990,11990,0,Astro Growshop,Astro Growshop,true,true,2026-05-15T19:32:36.782Z,MOLEDOR PLASTICO REFORZADO XL-STORZ &amp; BICKEL
5353,Contenedor Moledor Herb Saver x Blazy Susan (Color Aleatorio) | PIRANHA,Moledores,BLAZY SUSAN,blazy-susan,herb-saver,herb-saver,/productos/blazy-susan/herb-saver,1,1,Astro Growshop,12990,12990,0,Astro Growshop,Astro Growshop,true,true,2026-05-15T19:32:42.794Z,Herb Saver Grinder Pink Large 1Un -Blazy Susan
5512,Grinder Galaxy Aluminio 38mm,Moledores,GALAXY,galaxy,metal-38mm,metal-38mm,/productos/galaxy/metal-38mm,1,1,Astro Growshop,13990,13990,0,Astro Growshop,Astro Growshop,true,true,2026-05-15T19:33:45.420Z,Moledor 38MM-Galaxy
5507,Moledor 55MM-Galaxy,Moledores,GALAXY,galaxy,metal-55mm,metal-55mm,/productos/galaxy/metal-55mm,1,1,Astro Growshop,15290,15290,0,Astro Growshop,Astro Growshop,true,true,2026-05-15T19:33:46.337Z,Moledor 55MM-Galaxy
