id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
6634,Papelillos Gizeh Brown 1 1/4 sin blanquear,Papelillos,Gizeh,gizeh,paper-1-1-4-1-1-4,unbleached,/productos/gizeh/unbleached,2,1,Fumetas,590,590,0,Fumetas,Fumetas,true,true,2026-05-09T05:57:57.315Z,Papelillos Gizeh Brown 1 1/4 sin blanquear | Papelillos Gizeh Unbleached Extra Fine 1 1/4
6645,Papelillos Gizeh Black 1 1/4 Extra Fine,Papelillos,Gizeh,gizeh,paper-1-1-4-1-1-4,black,/productos/gizeh/black,1,1,Fumetas,590,590,0,Fumetas,Fumetas,true,true,2026-05-09T05:57:55.143Z,Papelillos Gizeh Black 1 1/4 Extra Fine
6666,Papelillos Bulldog Black 1 1/4,Papelillos,The Bulldog Amsterdam,the-bulldog,paper-1-1-4-1-1-4,black,/productos/the-bulldog/black,1,1,Fumetas,590,590,0,Fumetas,Fumetas,true,true,2026-05-08T04:58:33.562Z,Papelillos Bulldog Black 1 1/4
6544,Encendedor Ronson Electrolite【recargable】,Encendedores y sopletes,RONSON,ronson,lighter-electrolite,lighter-electrolite,/productos/ronson/lighter-electrolite,1,1,GrowBarato Chile,700,700,0,GrowBarato Chile,GrowBarato Chile,true,true,2026-05-22T05:54:37.778Z,Encendedor Ronson Electrolite【recargable】
6643,Papel ultrafino OCB Ultimate 1.1/4 - GB The Green Brand,Papelillos,OCB,gb-the-green-brand,paper-ocb-ultimate,ultimate,/productos/gb-the-green-brand/ultimate,1,1,GrowBarato Chile,700,700,0,GrowBarato Chile,GrowBarato Chile,true,true,2026-05-22T05:52:47.988Z,Papel ultrafino OCB Ultimate 1.1/4 - GB The Green Brand
6651,OCB Papelillos Rice Sin Blanquear 1 1/4,Papelillos,OCB,ocb,paper-1-1-4-1-1-4,rice,/productos/ocb/rice,1,1,Fumetas,790,790,0,Fumetas,Fumetas,true,true,2026-05-09T05:57:53.936Z,OCB Papelillos Rice Sin Blanquear 1 1/4
6653,Papelillo OCB Blanco 1 1/4,Papelillos,OCB,ocb,paper-1-1-4-1-1-4,white,/productos/ocb/white,1,1,Piranha,790,790,0,Piranha,Piranha,true,true,2026-05-08T22:07:50.485Z,Papelillo OCB Blanco 1 1/4
6559,Blazy Susan Boquillas Purple Pre-picadas 50 uds.,Filtros y boquillas,Blazy Susan,blazy-susan,paper-tip-50u,paper-tip-50u,/productos/blazy-susan/paper-tip-50u,1,1,Fumetas,790,790,0,Fumetas,Fumetas,true,true,2026-05-08T06:14:15.110Z,Blazy Susan Boquillas Purple Pre-picadas 50 uds.
6639,G-Rollz Papelillos Lightly Dyed Pink 1 1/4,Papelillos,G-Rollz,g-rollz,paper-1-1-4-1-1-4,pink,/productos/g-rollz/pink,1,1,Fumetas,790,790,0,Fumetas,Fumetas,true,true,2026-05-08T06:14:14.440Z,G-Rollz Papelillos Lightly Dyed Pink 1 1/4
6637,Blazy Susan Papelillos King Size Purple,Papelillos,Blazy Susan,blazy-susan,paper-king-size-king-size,purple-king-size,/productos/blazy-susan/purple-king-size,1,1,Fumetas,890,890,0,Fumetas,Fumetas,true,true,2026-05-09T06:26:21.658Z,Blazy Susan Papelillos King Size Purple
6636,Blazy Susan Papelillos King Size Pink,Papelillos,Blazy Susan,blazy-susan,paper-king-size-king-size,pink-king-size,/productos/blazy-susan/pink-king-size,1,1,Fumetas,890,890,0,Fumetas,Fumetas,true,true,2026-05-09T06:26:20.201Z,Blazy Susan Papelillos King Size Pink
6648,Papelillos Gizeh King Size Pure Cañamo Orgánico,Papelillos,Gizeh,gizeh,paper-king-size-king-size,organic-king-size,/productos/gizeh/organic-king-size,1,1,Fumetas,890,890,0,Fumetas,Fumetas,true,true,2026-05-08T06:14:13.180Z,Papelillos Gizeh King Size Pure Cañamo Orgánico
6660,Papelillo RAW Cañamo Orgánico 1 1/4 | PIRANHA,Papelillos,RAW,raw,paper-1-1-4-1-1-4,organic,/productos/raw/organic,1,1,Piranha,990,990,0,Piranha,Piranha,true,true,2026-05-08T22:07:54.385Z,Papelillo RAW Cañamo Orgánico 1 1/4 | PIRANHA
6541,Gas Butano Ronson 18 ml,Encendedores y sopletes,Ronson,ronson,gas-18ml,gas-18ml,/productos/ronson/gas-18ml,1,1,Fumetas,990,990,0,Fumetas,Fumetas,true,true,2026-05-08T22:05:29.680Z,Gas Butano Ronson 18 ml
